RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
255931,300186499,KOR,HONG Myungbo (KOR),N,2,C S KIM,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,3,SHCHENNIKOV,,
255931,300186499,KOR,HONG Myungbo (KOR),N,4,T H KWAK,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,5,SEMENOV,,
255931,300186499,KOR,HONG Myungbo (KOR),N,6,S H HWANG,,I73'
255931,300186499,RUS,CAPELLO Fabio (ITA),N,6,KANUNNIKOV,,
255931,300186499,KOR,HONG Myungbo (KOR),N,7,B K KIM,,I84'
255931,300186499,RUS,CAPELLO Fabio (ITA),N,7,DENISOV,,I72'
255931,300186499,KOR,HONG Myungbo (KOR),N,8,D S HA,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,10,DZAGOEV,,I59'
255931,300186499,KOR,HONG Myungbo (KOR),N,11,K H LEE,,I56' G68'
255931,300186499,RUS,CAPELLO Fabio (ITA),N,11,KERZHAKOV,,I71' G74'
255931,300186499,KOR,HONG Myungbo (KOR),N,15,J W PARK,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,13,GRANAT,,
255931,300186499,KOR,HONG Myungbo (KOR),N,18,S W KIM,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,15,MOGILEVETC,,
255931,300186499,KOR,HONG Myungbo (KOR),N,19,D W JI,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,21,IONOV,,
255931,300186499,KOR,HONG Myungbo (KOR),N,22,J H PARK,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,1,RYAN,GK,
255931,300186478,NED,Louis VAN GAAL (NED),S,1,CILLESSEN,GK,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,3,DAVIDSON,,
255931,300186478,NED,Louis VAN GAAL (NED),S,2,VLAAR,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,4,CAHILL,,G21' Y43' O69'
255931,300186478,NED,Louis VAN GAAL (NED),S,3,DE VRIJ,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,6,SPIRANOVIC,,
255931,300186478,NED,Louis VAN GAAL (NED),S,4,MARTINS INDI,,O45'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,7,LECKIE,,
255931,300186478,NED,Louis VAN GAAL (NED),S,5,BLIND,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,11,OAR,,O77'
255931,300186478,NED,Louis VAN GAAL (NED),S,6,DE JONG,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,15,JEDINAK,C,P54'
255931,300186478,NED,Louis VAN GAAL (NED),S,7,JANMAAT,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,17,MCKAY,,
255931,300186478,NED,Louis VAN GAAL (NED),S,8,DE GUZMAN,,O78'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,19,MCGOWAN,,
255931,300186478,NED,Louis VAN GAAL (NED),S,9,V. PERSIE,C,Y47' G58' O87'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,22,WILKINSON,,
255931,300186478,NED,Louis VAN GAAL (NED),S,10,SNEIJDER,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),S,23,BRESCIANO,,O51'
255931,300186478,NED,Louis VAN GAAL (NED),S,11,ROBBEN,,G20'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,12,LANGERAK,GK,
255931,300186478,NED,Louis VAN GAAL (NED),N,22,VORM,GK,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,18,GALEKOVIC,GK,
255931,300186478,NED,Louis VAN GAAL (NED),N,23,KRUL,GK,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,8,WRIGHT,,
255931,300186478,NED,Louis VAN GAAL (NED),N,12,VERHAEGH,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,9,TAGGART,,I77'
255931,300186478,NED,Louis VAN GAAL (NED),N,13,VELTMAN,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,10,HALLORAN,,I69'
255931,300186478,NED,Louis VAN GAAL (NED),N,14,KONGOLO,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,13,BOZANIC,,I51'
255931,300186478,NED,Louis VAN GAAL (NED),N,15,KUYT,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,14,TROISI,,
255931,300186478,NED,Louis VAN GAAL (NED),N,16,CLASIE,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,16,HOLLAND,,
255931,300186478,NED,Louis VAN GAAL (NED),N,17,LENS,,I87'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,20,VIDOSIC,,
255931,300186478,NED,Louis VAN GAAL (NED),N,18,FER,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,21,LUONGO,,
255931,300186478,NED,Louis VAN GAAL (NED),N,19,HUNTELAAR,,
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,5,MILLIGAN,,
255931,300186478,NED,Louis VAN GAAL (NED),N,20,WIJNALDUM,,I78'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,2,FRANJIC,,
255931,300186478,NED,Louis VAN GAAL (NED),N,21,MEMPHIS,,I45' G68'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,1,I. CASILLAS,GKC,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,1,C. BRAVO,GKC,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,4,JAVI MART�NEZ,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,2,MENA,,Y61'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,6,A. INIESTA,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,4,ISLA,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,11,PEDRO,,O76'
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,5,SILVA,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,14,ALONSO,,Y41' OH46'
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,7,ALEXIS,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,15,RAMOS,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,8,VIDAL,,Y26' O88'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,16,SERGIO,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,11,VARGAS,,G20' O85'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,18,JORDI ALBA,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,17,MEDEL,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,19,DIEGO COSTA,,O64'
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,18,JARA,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,21,SILVA,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,20,CH. AR�NGUIZ,,G43' O64'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),S,22,AZPILICUETA,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),S,21,DIAZ,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,23,REINA,GK,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,12,TOSELLI,GK,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,12,DE GEA,GK,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,23,HERRERA,GK,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,2,R. ALBIOL,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,3,ALBORNOZ,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,3,PIQU�,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,6,CARMONA,,I88'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,5,JUANFRAN,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,9,PINILLA,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,7,DAVID VILLA,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,10,VALDIVIA,,I85'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,8,XAVI,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,13,ROJAS,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,9,TORRES,,I64'
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,14,ORELLANA,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,10,F�BREGAS,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,15,BEAUSEJOUR,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,13,MATA,,
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,16,GUTI�RREZ,,I64'
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,17,KOKE,,IH46'
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,19,FUENZALIDA,,
255931,300186498,ESP,DEL BOSQUE Vicente (ESP),N,20,S. CAZORLA,,I76'
255931,300186498,CHI,SAMPAOLI Jorge (ARG),N,22,PAREDES,,
255931,300186453,CMR,Volker FINKE (GER),S,16,ITANJDE,GK,
255931,300186453,CRO,KOVAC Niko (CRO),S,1,PLETIKOSA,GK,
255931,300186453,CMR,Volker FINKE (GER),S,2,ASSOU EKOTTO,,
255931,300186453,CRO,KOVAC Niko (CRO),S,3,PRANJI?,,
255931,300186453,CMR,Volker FINKE (GER),S,3,NKOULOU,C,
255931,300186453,CRO,KOVAC Niko (CRO),S,4,PERI�I?,,G48' O78'
255931,300186453,CMR,Volker FINKE (GER),S,6,SONG,,R40'
255931,300186453,CRO,KOVAC Niko (CRO),S,5,CORLUKA,,
255931,300186453,CMR,Volker FINKE (GER),S,8,MOUKANDJO,,
255931,300186453,CRO,KOVAC Niko (CRO),S,6,LOVREN,,
255931,300186453,CMR,Volker FINKE (GER),S,10,ABOUBAKAR,,O70'
255931,300186453,CRO,KOVAC Niko (CRO),S,7,RAKITI?,,
255931,300186453,CMR,Volker FINKE (GER),S,13,CHOUPO-MOTING,,O75'
255931,300186453,CRO,KOVAC Niko (CRO),S,10,MODRI?,,
255931,300186453,CMR,Volker FINKE (GER),S,14,CHEDJOU,,OH46'
255931,300186453,CRO,KOVAC Niko (CRO),S,11,SRNA,C,
255931,300186453,CMR,Volker FINKE (GER),S,17,MBIA,,
255931,300186453,CRO,KOVAC Niko (CRO),S,17,MAND�UKI?,,G61' G73'
255931,300186453,CMR,Volker FINKE (GER),S,18,ENOH,,
255931,300186453,CRO,KOVAC Niko (CRO),S,18,OLI?,,G11' O69'
255931,300186453,CMR,Volker FINKE (GER),S,21,MATIP,,
255931,300186453,CRO,KOVAC Niko (CRO),S,19,SAMMIR,,O72'
255931,300186453,CMR,Volker FINKE (GER),N,1,FEUDJOU,GK,
255931,300186453,CRO,KOVAC Niko (CRO),N,12,ZELENIKA,GK,
255931,300186453,CMR,Volker FINKE (GER),N,23,N'DJOCK,GK,
255931,300186453,CRO,KOVAC Niko (CRO),N,23,SUBA�I?,GK,
255931,300186453,CMR,Volker FINKE (GER),N,4,DJEUGOUE,,
255931,300186453,CRO,KOVAC Niko (CRO),N,2,VRSALJKO,,
255931,300186453,CMR,Volker FINKE (GER),N,5,NOUNKEU,,IH46'
255931,300186453,CRO,KOVAC Niko (CRO),N,8,VUKOJEVI?,,
255931,300186453,CMR,Volker FINKE (GER),N,7,NGUEMO,,
255931,300186453,CRO,KOVAC Niko (CRO),N,9,JELAVI?,,
255931,300186453,CMR,Volker FINKE (GER),N,9,ETO'O,,
255931,300186453,CRO,KOVAC Niko (CRO),N,13,SCHILDENFELD,,
255931,300186453,CMR,Volker FINKE (GER),N,11,MAKOUN,,
255931,300186453,CRO,KOVAC Niko (CRO),N,14,BROZOVI?,,
255931,300186453,CMR,Volker FINKE (GER),N,12,BEDIMO,,
255931,300186453,CRO,KOVAC Niko (CRO),N,15,BADELJ,,
255931,300186453,CMR,Volker FINKE (GER),N,15,WEBO,,I70'
255931,300186453,CRO,KOVAC Niko (CRO),N,16,REBI?,,I78'
255931,300186453,CMR,Volker FINKE (GER),N,19,OLINGA,,
255931,300186453,CRO,KOVAC Niko (CRO),N,20,KOVA?I?,,I72'
255931,300186453,CMR,Volker FINKE (GER),N,20,SALLI,,I75'
255931,300186453,CRO,KOVAC Niko (CRO),N,21,VIDA,,
255931,300186453,CMR,Volker FINKE (GER),N,22,NYOM,,
255931,300186453,CRO,KOVAC Niko (CRO),N,22,EDUARDO,,I69' Y89'
255931,300186468,COL,PEKERMAN Jose (ARG),S,1,OSPINA,GK,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,1,BARRY COPA,GK,
255931,300186468,COL,PEKERMAN Jose (ARG),S,2,C. ZAPATA,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,3,BOKA,,
255931,300186468,COL,PEKERMAN Jose (ARG),S,3,YEPES,C,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,5,ZOKORA,,Y55'
255931,300186468,COL,PEKERMAN Jose (ARG),S,6,C. SANCHEZ,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,9,TIOTE,,Y90'
255931,300186468,COL,PEKERMAN Jose (ARG),S,7,P. ARMERO,,O72'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,10,GERVINHO,,G73'
255931,300186468,COL,PEKERMAN Jose (ARG),S,8,AGUILAR T.,,O79'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,12,B. WILFRIED,,O60'
255931,300186468,COL,PEKERMAN Jose (ARG),S,9,TEO,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,15,GRADEL,,O67'
255931,300186468,COL,PEKERMAN Jose (ARG),S,10,JAMES,,G64'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,17,S. AURIER,,
255931,300186468,COL,PEKERMAN Jose (ARG),S,11,CUADRADO,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,19,TOURE YAYA,C,
255931,300186468,COL,PEKERMAN Jose (ARG),S,14,IBARBO,,O53'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,20,SEREY DIE,,O73'
255931,300186468,COL,PEKERMAN Jose (ARG),S,18,C. ZU�IGA,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,22,BAMBA,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,12,VARGAS,GK,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,16,GBOHOUO,GK,
255931,300186468,COL,PEKERMAN Jose (ARG),N,22,MONDRAGON,GK,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,23,M. SAYOUBA,GK,
255931,300186468,COL,PEKERMAN Jose (ARG),N,4,ARIAS,,I72'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,2,VIERA,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,5,C. CARBONERO,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,4,T. KOLO,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,13,GUARIN,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,6,BOLLY,,I73'
255931,300186468,COL,PEKERMAN Jose (ARG),N,15,A. MEJIA,,I79'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,7,AKPA JD,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,16,A. BALANTA,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,8,KALOU,,I67'
255931,300186468,COL,PEKERMAN Jose (ARG),N,19,RAMOS,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,11,DROGBA,,I60'
255931,300186468,COL,PEKERMAN Jose (ARG),N,20,QUINTERO,,I53' G70'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,13,YA KONAN,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,21,JACKSON M.,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,14,DIOMANDE,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,23,VALDES,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,18,DJAKPA,,
255931,300186468,COL,PEKERMAN Jose (ARG),N,17,BACCA,,
255931,300186468,CIV,LAMOUCHI Sabri (FRA),N,21,SIO,,
255931,300186486,URU,TABAREZ Oscar (URU),S,1,F. MUSLERA,GK,
255931,300186486,ENG,HODGSON Roy (ENG),S,1,HART,GK,
255931,300186486,URU,TABAREZ Oscar (URU),S,3,D. GODIN,C,Y9'
255931,300186486,ENG,HODGSON Roy (ENG),S,2,JOHNSON,,
255931,300186486,URU,TABAREZ Oscar (URU),S,6,A. PEREIRA,,
255931,300186486,ENG,HODGSON Roy (ENG),S,3,BAINES,,
255931,300186486,URU,TABAREZ Oscar (URU),S,7,C. RODRIGUEZ,,
255931,300186486,ENG,HODGSON Roy (ENG),S,4,GERRARD,C,Y68'
255931,300186486,URU,TABAREZ Oscar (URU),S,9,L. SUAREZ,,G39' G85' O88'
255931,300186486,ENG,HODGSON Roy (ENG),S,5,CAHILL,,
255931,300186486,URU,TABAREZ Oscar (URU),S,13,J.M. GIMENEZ,,
255931,300186486,ENG,HODGSON Roy (ENG),S,6,JAGIELKA,,
255931,300186486,URU,TABAREZ Oscar (URU),S,14,N. LODEIRO,,O67'
255931,300186486,ENG,HODGSON Roy (ENG),S,9,STURRIDGE,,
255931,300186486,URU,TABAREZ Oscar (URU),S,17,E. AREVALO RIOS,,
255931,300186486,ENG,HODGSON Roy (ENG),S,10,ROONEY,,G75'
255931,300186486,URU,TABAREZ Oscar (URU),S,20,A. GONZALEZ,,O79'
255931,300186486,ENG,HODGSON Roy (ENG),S,11,WELBECK,,O71'
255931,300186486,URU,TABAREZ Oscar (URU),S,21,E. CAVANI,,
255931,300186486,ENG,HODGSON Roy (ENG),S,14,HENDERSON,,O87'
255931,300186486,URU,TABAREZ Oscar (URU),S,22,M. CACERES,,
255931,300186486,ENG,HODGSON Roy (ENG),S,19,STERLING,,O64'
255931,300186486,URU,TABAREZ Oscar (URU),N,12,R. MU�OZ,GK,
255931,300186486,ENG,HODGSON Roy (ENG),N,13,FOSTER,GK,
255931,300186486,URU,TABAREZ Oscar (URU),N,23,M. SILVA,GK,
255931,300186486,ENG,HODGSON Roy (ENG),N,22,FORSTER,GK,
255931,300186486,URU,TABAREZ Oscar (URU),N,4,J. FUCILE,,I79'
255931,300186486,ENG,HODGSON Roy (ENG),N,7,WILSHERE,,
255931,300186486,URU,TABAREZ Oscar (URU),N,5,W. GARGANO,,
255931,300186486,ENG,HODGSON Roy (ENG),N,8,LAMPARD,,
255931,300186486,URU,TABAREZ Oscar (URU),N,8,A. HERNANDEZ,,
255931,300186486,ENG,HODGSON Roy (ENG),N,12,SMALLING,,
255931,300186486,URU,TABAREZ Oscar (URU),N,10,D. FORLAN,,
255931,300186486,ENG,HODGSON Roy (ENG),N,16,JONES,,
255931,300186486,URU,TABAREZ Oscar (URU),N,11,C. STUANI,,I67'
255931,300186486,ENG,HODGSON Roy (ENG),N,17,MILNER,,
255931,300186486,URU,TABAREZ Oscar (URU),N,15,D. PEREZ,,
255931,300186486,ENG,HODGSON Roy (ENG),N,18,LAMBERT,,I87'
255931,300186486,URU,TABAREZ Oscar (URU),N,18,G. RAMIREZ,,
255931,300186486,ENG,HODGSON Roy (ENG),N,20,LALLANA,,I71'
255931,300186486,URU,TABAREZ Oscar (URU),N,19,S. COATES,,I88'
255931,300186486,ENG,HODGSON Roy (ENG),N,21,BARKLEY,,I64'
255931,300186486,URU,TABAREZ Oscar (URU),N,16,M. PEREIRA,,
255931,300186486,ENG,HODGSON Roy (ENG),N,23,SHAW,,
255931,300186486,URU,TABAREZ Oscar (URU),N,2,D. LUGANO,,
255931,300186486,ENG,HODGSON Roy (ENG),N,15,CHAMBERLAIN,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,1,KAWASHIMA,GK,
255931,300186454,GRE,SANTOS Fernando (POR),S,1,KARNEZIS,GK,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,2,UCHIDA,,
255931,300186454,GRE,SANTOS Fernando (POR),S,2,MANIATIS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,4,HONDA,,
255931,300186454,GRE,SANTOS Fernando (POR),S,4,MANOLAS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,5,NAGATOMO,,
255931,300186454,GRE,SANTOS Fernando (POR),S,7,SAMARAS,,Y55'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,9,OKAZAKI,,
255931,300186454,GRE,SANTOS Fernando (POR),S,8,KONE,,O81'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,13,OKUBO,,
255931,300186454,GRE,SANTOS Fernando (POR),S,9,MITROGLOU,,O35'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,15,KONNO,,
255931,300186454,GRE,SANTOS Fernando (POR),S,15,TOROSIDIS,,Y89'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,16,YAMAGUCHI,,
255931,300186454,GRE,SANTOS Fernando (POR),S,18,FETFATZIDIS,,O41'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,17,HASEBE,C,Y12' OH46'
255931,300186454,GRE,SANTOS Fernando (POR),S,19,SOKRATIS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,18,OSAKO,,O57'
255931,300186454,GRE,SANTOS Fernando (POR),S,20,CHOLEVAS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,22,YOSHIDA,,
255931,300186454,GRE,SANTOS Fernando (POR),S,21,KATSOURANIS,C,Y27' Y38' RSY38'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,12,NISHIKAWA,GK,
255931,300186454,GRE,SANTOS Fernando (POR),N,12,GLYKOS,GK,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,23,GONDA,GK,
255931,300186454,GRE,SANTOS Fernando (POR),N,13,KAPINO,GK,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,3,G. SAKAI,,
255931,300186454,GRE,SANTOS Fernando (POR),N,3,TZAVELLAS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,6,MORISHIGE,,
255931,300186454,GRE,SANTOS Fernando (POR),N,5,MORAS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,7,ENDO,,IH46'
255931,300186454,GRE,SANTOS Fernando (POR),N,6,TZIOLIS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,8,KIYOTAKE,,
255931,300186454,GRE,SANTOS Fernando (POR),N,10,KARAGOUNIS,,I41'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,10,KAGAWA,,I57'
255931,300186454,GRE,SANTOS Fernando (POR),N,11,VYNTRA,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,11,KAKITANI,,
255931,300186454,GRE,SANTOS Fernando (POR),N,14,SALPINGIDIS,,I81'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,14,AOYAMA,,
255931,300186454,GRE,SANTOS Fernando (POR),N,16,LAZAROS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,19,INOHA,,
255931,300186454,GRE,SANTOS Fernando (POR),N,17,GEKAS,,I35'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,20,SAITO,,
255931,300186454,GRE,SANTOS Fernando (POR),N,22,SAMARIS,,
255931,300186454,JPN,ZACCHERONI Alberto (ITA),N,21,H. SAKAI,,
255931,300186454,GRE,SANTOS Fernando (POR),N,23,TACHTSIDIS,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,1,BUFFON,GKC,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,1,NAVAS K.,GK,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,3,CHIELLINI,,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,3,GONZALEZ G.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,4,DARMIAN,,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,4,UMA�A M.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,5,THIAGO MOTTA,,OH46'
255931,300186500,CRC,PINTO Jorge Luis (COL),S,5,BORGES C.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,6,CANDREVA,,O57'
255931,300186500,CRC,PINTO Jorge Luis (COL),S,6,DUARTE O.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,7,ABATE,,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,7,BOLA�OS C.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,8,MARCHISIO,,O69'
255931,300186500,CRC,PINTO Jorge Luis (COL),S,9,CAMPBELL J.,,O74'
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,9,BALOTELLI,,Y69'
255931,300186500,CRC,PINTO Jorge Luis (COL),S,10,RUIZ B.,C,G44' O81'
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,15,BARZAGLI,,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,15,DIAZ J.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,16,DE ROSSI,,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,16,GAMBOA C.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,21,PIRLO,,
255931,300186500,CRC,PINTO Jorge Luis (COL),S,17,TEJEDA Y.,,O68'
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,12,SIRIGU,GK,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,18,PEMBERTON P.,GK,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,13,PERIN,GK,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,23,CAMBRONERO D.,GK,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,2,DE SCIGLIO,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,2,ACOSTA J.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,10,CASSANO,,IH46'
255931,300186500,CRC,PINTO Jorge Luis (COL),N,8,MYRIE D.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,11,CERCI,,I69'
255931,300186500,CRC,PINTO Jorge Luis (COL),N,11,BARRANTES M.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,14,AQUILANI,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,12,FRANCIS W.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,17,IMMOBILE,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,13,GRANADOS O.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,18,PAROLO,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,14,BRENES R.,,I81'
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,19,BONUCCI,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,19,MILLER R.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,20,PALETTA,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,20,CALVO D.,,
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,22,INSIGNE,,I57'
255931,300186500,CRC,PINTO Jorge Luis (COL),N,21,URE�A M.,,I74'
255931,300186500,ITA,Cesare PRANDELLI (ITA),N,23,VERRATTI,,
255931,300186500,CRC,PINTO Jorge Luis (COL),N,22,CUBERO J.,,I68' Y71'
255931,300186514,SUI,HITZFELD Ottmar (GER),S,1,BENAGLIO,GK,
255931,300186514,FRA,DESCHAMPS Didier (FRA),S,1,LLORIS,GKC,
255931,300186514,SUI,HITZFELD Ottmar (GER),S,2,LICHTSTEINER,,
